DCS,VC,Desc1,Attr,Size,Item#,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,XS,4376,2,159.98,0,0,0,AAW
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,S,4377,4,319.96,0,0,0,NOV
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,S,4377,4,319.96,0,0,0,AAW
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,M,4379,4,319.96,0,0,0,NOV
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,M,4379,4,319.96,0,0,0,AAW
MISSW A,SPEEDO,GOGGLE HYDROSPEX,84,ONE,4381,2,33.98,1,13.59,37.75,AA
MISSW A,SPEEDO,GOGGLE HYDROSPEX,80,ONE,4382,6,101.94,1,16.99,52.74,AA
MISSW A,SPEEDO,GOGGLE HYDROSPEX,80,ONE,4382,7,118.93,0,0,0,NOV
MISSW A,SPEEDO,GOGGLE HYDROSPEX,80,ONE,4382,1,16.99,0,0,0,NVL
MISSW A,SPEEDO,GOGGLE HYDROSPEX,80,ONE,4382,0,0,1,16.99,52.74,AAW
MISSW A,SPEEDO,GOGGLE VANQUISHER,66,WOM,4383,11,219.89,0,0,0,AA
MISSW A,SPEEDO,GOGGLE VANQUISHER,66,WOM,4383,7,139.93,0,0,0,NOV
MISSW A,SPEEDO,GOGGLE VANQUISHER,66,WOM,4383,4,79.96,0,0,0,NVL
MISSW A,SPEEDO,GOGGLE VANQUISHER,66,WOM,4383,3,59.97,0,0,0,AAW
APPSHOM,NORTHF,"SHORT BT NAKED 5""",JK3,S,4386,2,109.98,0,0,0,AA
APPSHOM,NORTHF,"SHORT BT NAKED 5""",JK3,S,4386,2,109.98,0,0,0,NOV
APPSHOM,NORTHF,"SHORT BT NAKED 5""",JK3,S,4386,2,109.98,0,0,0,NVL
APPSHOM,NORTHF,"SHORT BT NAKED 5""",JK3,S,4386,2,109.98,0,0,0,WB
APPSHOM,NORTHF,"SHORT BT NAKED 5""",JK3,S,4386,2,109.98,0,0,0,TC2
APPSHOM,NORTHF,"SHORT BT NAKED 5""",JK3,S,4386,2,109.98,0,0,0,AAW
SHORUNM,VIBRAM,5 FINGER SPRINT,NVY/GRY,46,4393,2,159.98,0,0,0,AA
SHORUNM,VIBRAM,5 FINGER SPRINT,NVY/GRY,46,4393,1,79.99,0,0,0,WB
SHORUNM,VIBRAM,5 FINGER SPRINT,NVY/GRY,46,4393,1,79.99,0,0,0,AAW
MISELE,GARMIN,FORERUNNER 210 HRM,BLK,MEN,4432,1,249.99,0,0,0,AA
MISELE,GARMIN,FORERUNNER 210 HRM,BLK,MEN,4432,3,749.97,0,0,0,NVL
MISELE,GARMIN,FORERUNNER 210 HRM,BLK,MEN,4432,7,"1,749.93",0,0,0,TC2
MISELE,GARMIN,FORERUNNER 210 HRM,BLK,MEN,4432,5,"1,249.95",0,0,0,TC1
MISELE,GARMIN,FORERUNNER 210 HRM,BLK,MEN,4432,0,0,1,249.99,35.22,AAW
MISELE,TIMEX,WATCH SHOCK VIVD 30,GRN,MID,4437,1,59.99,0,0,0,AA
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,1,69.99,0,0,0,AA
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,11,769.89,0,0,0,NOV
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,7,489.93,0,0,0,NVL
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,13,909.87,0,0,0,WB
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,2,139.98,1,69.99,49.61,TC2
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,9,629.91,0,0,0,TC1
MISELE,TIMEX,WATCH IRN SLEEK 50,BLK/ORG,FULL,4439,8,559.92,0,0,0,AAW
MISELE,TIMEX,WATCH IRN SLEEK 50,NVY/YLW,FULL,4440,1,64.99,0,0,0,NOV
MISELE,TIMEX,WATCH IRN SLEEK 50,NVY/YLW,FULL,4440,2,129.98,0,0,0,WB
MISELE,TIMEX,WATCH IRN SLEEK 50,NVY/YLW,FULL,4440,1,64.99,2,129.98,49.12,TC2
MISELE,TIMEX,WATCH IRN SLEEK 50,GRY/GRN,FULL,4441,0,0,1,64.99,49.12,WB
MISELE,TIMEX,WATCH IRN SLEEK 50,GRY/GRN,FULL,4441,1,64.99,0,0,0,TC2
MISELE,TIMEX,GPS GLOBAL TRAINER,,ONE,4442,1,299.99,0,0,0,AAW
MISELE,TIMEX,WATCH IRN 30 VELOUR,BLU,MID,4443,0,0,1,54.99,44.48,AA
MISELE,TIMEX,WATCH IRN 30 VELOUR,BLU,MID,4443,1,59.99,0,0,0,WB
SHORUNM,NIKE,ZOOM STRUC+ 13 GTX,D,11.5,4479,1,119.99,0,0,0,TC1
APPSHIW,SMARTW,TOP LIGHTWEIGHT ZP T,614,M,4485,2,169.98,0,0,0,AAW
APPSHIW,SMARTW,TOP LIGHTWEIGHT ZP T,614,L,4486,4,339.96,0,0,0,AAW
APPSHIW,SMARTW,TOP LIGHTWEIGHT ZP T,614,XL,4487,2,169.98,0,0,0,AAW
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,77,S,4488,2,169.98,0,0,0,AAW
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,77,M,4489,9,764.91,0,0,0,AAW
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,77,L,4490,1,84.99,0,0,0,AAW
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,M,4511,2,59.98,1,25.49,47.63,AA
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,M,4511,3,89.97,0,0,0,NOV
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,M,4511,2,59.98,1,29.99,55.49,NVL
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,M,4511,3,89.97,0,0,0,TC2
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,M,4511,3,89.97,0,0,0,TC1
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,M,4511,2,59.98,1,29.99,55.49,AAW
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,L,4512,1,29.99,0,0,0,AA
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,L,4512,1,29.99,0,0,0,NOV
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,L,4512,0,0,1,23.99,44.35,TC2
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,L,4512,1,29.99,0,0,0,TC1
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,L,4512,1,29.99,0,0,0,AAW
SHORUNM,ASICS,GT 2160,2E,10.5,4523,1,99.99,0,0,0,AA
APPSHOW,CW-X,SHORT TRI,18,S,4558,1,64.99,0,0,0,NOV
APPSHOW,CW-X,SHORT TRI,18,S,4558,0,0,1,64.99,50.72,NVL
APPSHOW,CW-X,SHORT TRI,18,S,4558,1,64.99,0,0,0,TC2
APPSHOW,CW-X,SHORT TRI,18,S,4558,1,64.99,0,0,0,AAW
APPSHOW,CW-X,SHORT TRI,18,M,4560,4,259.96,0,0,0,NOV
APPSHOW,CW-X,SHORT TRI,18,M,4560,4,259.96,1,64.99,50.47,NVL
APPSHOW,CW-X,SHORT TRI,18,M,4560,2,129.98,0,0,0,AAW
APPSHOW,CW-X,SHORT TRI,18,L,4562,2,129.98,0,0,0,NOV
APPSHOW,CW-X,SHORT TRI,18,L,4562,3,194.97,0,0,0,NVL
APPSHOW,CW-X,SHORT TRI,18,L,4562,1,64.99,0,0,0,AAW
APPSHOM,CW-X,SHORT TRI,18,XL,4575,1,59.99,0,0,0,NVL
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,S,4596,13,207.87,2,31.98,59.04,TC2
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,S,4596,4,63.96,1,15.99,59.04,TC1
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,M,4597,19,303.81,4,62.36,57.99,TC2
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,M,4597,1,15.99,0,0,0,TC1
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,L,4598,3,47.97,1,15.99,59.04,TC2
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,XL,4601,1,15.99,0,0,0,TC2
APPSOCM,BALEGA,SOCK ZULU LO CT 3PK,200,XL,4601,1,15.99,1,15.99,59.04,TC1
SHORUNM,ADIDAS,ADIZERO MANA 6,D,10,4618,1,79.99,0,0,0,AAW
SHORUNM,BROOKS,ADRENALINE GTS 13,4E,9,4653,1,109.99,0,0,0,AA
SHORUNM,BROOKS,ADRENALINE GTS 13,4E,9,4653,1,109.99,0,0,0,NVL
SHORUNM,BROOKS,ADRENALINE GTS 13,4E,9,4653,1,109.99,0,0,0,AAW
SHORUNM,BROOKS,ADRENALINE GTS 13,4E,9.5,4654,1,109.99,0,0,0,WB
SHORUNM,BROOKS,ADRENALINE GTS 13,4E,10.5,4656,1,109.99,0,0,0,AA
SHORUNM,BROOKS,ADRENALINE GTS 13,4E,11,4657,1,109.99,1,109.99,48.3,AA
MISELE,POLAR,HRM RCX5SD,RED,ONE,4658,1,419.99,0,0,0,AA
MISELE,POLAR,HRM RCX5SD,RED,ONE,4658,1,419.99,0,0,0,NOV
MISELE,POLAR,HRM RCX5SD,RED,ONE,4658,2,839.98,0,0,0,NVL
MISELE,POLAR,HRM RCX5SD,RED,ONE,4658,1,419.99,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,7.5,4659,1,114.99,1,103.49,45.41,NOV
SHORUNM,MIZUNO,RIDER 16,D,7.5,4659,1,114.99,0,0,0,NVL
SHORUNM,MIZUNO,RIDER 16,D,7.5,4659,1,114.99,0,0,0,AAW
SHORUNM,MIZUNO,RIDER 16,D,8,4660,1,114.99,1,114.99,51.6,AA
SHORUNM,MIZUNO,RIDER 16,D,8,4660,2,229.98,0,0,0,NOV
SHORUNM,MIZUNO,RIDER 16,D,8,4660,2,229.98,0,0,0,NVL
SHORUNM,MIZUNO,RIDER 16,D,8,4660,2,229.98,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,8,4660,1,114.99,1,114.99,51.6,TC2
SHORUNM,MIZUNO,RIDER 16,D,8,4660,1,114.99,1,103.49,46.22,TC1
SHORUNM,MIZUNO,RIDER 16,D,8,4660,2,229.98,0,0,0,AAW
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,1,114.99,1,114.99,51.76,AA
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,1,114.99,0,0,0,NOV
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,2,229.98,2,218.48,49.22,NVL
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,2,229.98,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,2,229.98,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,2,229.98,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,8.5,4661,1,114.99,0,0,0,AAW
SHORUNM,MIZUNO,RIDER 16,D,9,4662,3,344.97,0,0,0,AA
SHORUNM,MIZUNO,RIDER 16,D,9,4662,3,344.97,1,103.49,46.44,NOV
SHORUNM,MIZUNO,RIDER 16,D,9,4662,1,114.99,2,206.98,46.35,NVL
SHORUNM,MIZUNO,RIDER 16,D,9,4662,4,459.96,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,9,4662,3,344.97,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,9,4662,2,229.98,1,91.99,39.74,TC1
SHORUNM,MIZUNO,RIDER 16,D,9,4662,2,229.98,0,0,0,AAW
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,2,229.98,2,218.48,49.29,AA
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,4,459.96,1,114.99,51.73,NOV
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,4,459.96,0,0,0,NVL
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,3,344.97,1,103.49,46.47,WB
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,5,574.95,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,5,574.95,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,9.5,4663,5,574.95,1,91.99,39.78,AAW
SHORUNM,MIZUNO,RIDER 16,D,10,4664,4,459.96,1,114.99,51.55,AA
SHORUNM,MIZUNO,RIDER 16,D,10,4664,3,344.97,0,0,0,NOV
SHORUNM,MIZUNO,RIDER 16,D,10,4664,0,0,3,333.47,49.98,NVL
SHORUNM,MIZUNO,RIDER 16,D,10,4664,5,574.95,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,10,4664,4,459.96,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,10,4664,4,459.96,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,10,4664,3,344.97,1,114.99,51.65,AAW
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,6,689.94,0,0,0,AA
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,2,229.98,2,229.98,51.73,NOV
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,3,344.97,1,114.99,51.69,NVL
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,2,229.98,1,114.99,51.66,WB
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,4,459.96,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,4,459.96,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,10.5,4665,4,459.96,1,114.99,51.78,AAW
SHORUNM,MIZUNO,RIDER 16,D,11,4666,3,344.97,0,0,0,AA
SHORUNM,MIZUNO,RIDER 16,D,11,4666,2,229.98,2,218.48,49.19,NOV
SHORUNM,MIZUNO,RIDER 16,D,11,4666,2,229.98,1,103.49,46.44,NVL
SHORUNM,MIZUNO,RIDER 16,D,11,4666,3,344.97,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,11,4666,5,574.95,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,11,4666,3,344.97,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,11,4666,-2,-229.98,4,459.96,51.76,AAW
SHORUNM,MIZUNO,RIDER 16,D,11.5,4667,1,114.99,2,229.98,51.65,NOV
SHORUNM,MIZUNO,RIDER 16,D,11.5,4667,1,114.99,0,0,0,NVL
SHORUNM,MIZUNO,RIDER 16,D,11.5,4667,2,229.98,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,11.5,4667,3,344.97,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,11.5,4667,2,229.98,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,11.5,4667,2,229.98,1,114.99,51.73,AAW
APPJACW,NIKE,JKT NIKE HYBRID,402,S,4668,4,339.96,1,42.49,9.98,TC2
APPJACW,NIKE,JKT NIKE HYBRID,402,S,4668,1,84.99,1,67.99,43.74,TC1
APPJACW,NIKE,JKT NIKE HYBRID,402,M,4669,0,0,2,84.98,9.98,TC2
APPJACW,NIKE,JKT NIKE HYBRID,402,L,4670,-1,-84.99,1,42.49,9.98,TC2
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,1,S,4671,11,934.89,0,0,0,AAW
SHORUNW,NIKE,ZOOM STR TRIAX+ 14,B,7,4701,1,99.99,0,0,0,TC2
SHORUNW,NIKE,ZOOM STR TRIAX+ 14,B,8,4703,1,99.99,0,0,0,TC1
SHORUNM,NB,M1080 V2,D,8,4736,1,134.99,0,0,0,AAW
SHORUNM,NB,M1080 V2,D,12.5,4745,1,134.99,0,0,0,AAW
APPSHIW,ADIDAS,TOP SEQ FLGSFF L/S,PUR,M,4746,-1,-64.99,1,51.99,43.74,TC2
SHORUNM,NB,M1080 V2,2E,9.5,4755,1,134.99,0,0,0,NVL
SHORUNM,NB,M1080 V2,2E,12.5,4761,-2,-269.98,0,0,0,NVL
SHORUNM,NB,M1080 V2,2E,13,4762,2,269.98,0,0,0,NVL
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,S,4802,2,109.98,0,0,0,NVL
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,S,4802,3,164.97,0,0,0,TC2
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,M,4803,1,54.99,0,0,0,NOV
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,M,4803,1,54.99,0,0,0,NVL
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,M,4803,3,164.97,0,0,0,TC2
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,L,4804,1,54.99,0,0,0,NOV
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,L,4804,4,219.96,0,0,0,TC2
APPSHOM,SUGOI,SHORT TURBO TRI,BLK,XL,4805,2,109.98,0,0,0,TC2
SHORUNM,NB,M1080 V2,D,13,4811,1,134.99,0,0,0,AAW
APPSINW,SAUCON,TOP IGNITE SINGLET,KARSIP,XL,4817,1,29.99,0,0,0,NVL
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,S,4823,1,31.99,0,0,0,AA
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,S,4823,1,31.99,0,0,0,NOV
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,S,4823,1,31.99,0,0,0,NVL
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,S,4823,1,31.99,0,0,0,TC2
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,S,4823,1,31.99,0,0,0,TC1
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,S,4823,1,31.99,0,0,0,AAW
MISACCACC,NATHAN,SENSOR POCKET,B,ONE,4824,0,0,2,19.98,55.06,AA
MISACCACC,NATHAN,SENSOR POCKET,B,ONE,4824,2,19.98,0,0,0,NOV
MISACCACC,NATHAN,SENSOR POCKET,B,ONE,4824,1,9.99,1,9.99,55.06,TC2
MISACCACC,NATHAN,SENSOR POCKET,B,ONE,4824,5,49.95,0,0,0,TC1
MISACCACC,NATHAN,SENSOR POCKET,B,ONE,4824,0,0,1,9.99,55.06,AAW
MISACCACC,FUELBE,SPRINT PALM HOLDER,BLK,10 OZ,4828,1,11.99,3,35.97,52.79,NOV
MISACCACC,FUELBE,SPRINT PALM HOLDER,BLK,10 OZ,4828,0,0,1,10.79,47.54,TC1
MISFOO,GATORA,CARB ENERGY CHEWS,FRT PUN,ONE,4829,15,44.85,4,11.96,76.92,AA
MISFOO,GATORA,CARB ENERGY CHEWS,FRT PUN,ONE,4829,6,17.94,17,42.43,72.35,NOV
MISFOO,GATORA,CARB ENERGY CHEWS,FRT PUN,ONE,4829,27,80.73,2,5.68,75.7,NVL
MISFOO,GATORA,CARB ENERGY CHEWS,FRT PUN,ONE,4829,126,376.74,2,5.98,76.92,WB
MISFOO,GATORA,CARB ENERGY CHEWS,FRT PUN,ONE,4829,-2,-5.98,14,41.86,76.92,AAW
APPSOCM,WIGWAM,SOCK 622,,M,4832,3,23.97,0,0,0,AAW
APPSHIW,ADIDAS,TOP SEQ FLGSFF L/S,PUR,L,4843,-1,-64.99,1,51.99,43.74,TC2
APPSHIW,ADIDAS,TOP SEQ FLGSFF L/S,PUR,L,4843,1,64.99,0,0,0,AAW
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,S,4851,1,109.99,0,0,0,NOV
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,S,4851,1,109.99,0,0,0,TC1
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,S,4851,3,329.97,0,0,0,AAW
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,M,4866,1,109.99,0,0,0,AA
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,M,4866,-1,-109.99,1,87.99,59.09,TC2
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,M,4866,1,109.99,0,0,0,TC1
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,M,4866,3,329.97,0,0,0,AAW
APPJACW,ADIDAS,JKT SEQUENCIALS,LIME,L,4868,4,439.96,0,0,0,AAW
APPTIGW,ADIDAS,TIGHT SEQCLS BRSHD,BLK,S,4871,-2,-159.98,0,0,0,TC2
APPTIGW,ADIDAS,TIGHT SEQCLS BRSHD,BLK,M,4872,1,79.99,0,0,0,AA
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,S,4875,2,49.98,0,0,0,AA
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,S,4875,1,24.99,0,0,0,TC2
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,M,4876,5,124.95,0,0,0,AA
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,M,4876,1,24.99,1,12.49,17.13,WB
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,M,4876,2,49.98,0,0,0,TC2
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,M,4876,3,74.97,0,0,0,AAW
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,L,4877,2,159.98,0,0,0,NOV
APPSINW,TRI2XU,TOP COMP TRI SINGLT,UVT/PSP,L,4877,2,159.98,0,0,0,AAW
APPSHOW,TRI2XU,SHORT COMP TRI,CHR/UVT,XS,4878,1,89.99,0,0,0,NOV
APPSHOW,TRI2XU,SHORT COMP TRI,CHR/UVT,XS,4878,3,269.97,0,0,0,AAW
APPSHOW,TRI2XU,SHORT COMP TRI,CHR/UVT,S,4879,4,359.96,0,0,0,NOV
APPSHOW,TRI2XU,SHORT COMP TRI,CHR/UVT,S,4879,4,359.96,0,0,0,AAW
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,L,4881,3,74.97,0,0,0,AA
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,L,4881,0,0,1,12.49,17.13,NVL
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,L,4881,1,24.99,0,0,0,TC2
APPSINW,BOA,TOP ESSNTIAL TNK RF,WHT/SAP,L,4881,2,49.98,0,0,0,AAW
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,S,4884,1,39.99,0,0,0,AA
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,S,4884,2,79.98,0,0,0,NOV
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,S,4884,2,79.98,0,0,0,NVL
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,S,4884,2,79.98,0,0,0,WB
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,S,4884,2,79.98,0,0,0,TC2
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,S,4884,2,79.98,0,0,0,TC1
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,M,4885,2,79.98,0,0,0,AA
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,M,4885,1,39.99,1,39.99,54.99,NOV
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,M,4885,2,79.98,0,0,0,NVL
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,M,4885,2,79.98,0,0,0,WB
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,M,4885,3,119.97,-1,-39.99,54.99,TC2
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,M,4885,0,0,2,79.98,54.99,TC1
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,L,4887,2,79.98,0,0,0,NVL
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,L,4887,1,39.99,0,0,0,WB
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,L,4887,1,39.99,0,0,0,TC2
APPSUPW,ADIDAS,BRA SUPERNOVA RACER,JOY PUR,L,4887,1,39.99,0,0,0,TC1
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,M,4891,2,63.98,0,0,0,AA
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,M,4891,2,63.98,0,0,0,NOV
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,M,4891,2,63.98,0,0,0,NVL
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,M,4891,2,63.98,0,0,0,TC2
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,M,4891,2,63.98,0,0,0,TC1
APPSHIM,SAUCON,TOP SAUCONY SS,STRENB,M,4891,0,0,1,31.99,55.49,AAW
MISSW A,SPEEDO,CAP SILICONE,6,ONE,4898,3,29.97,0,0,0,NVL
MISSW A,SPEEDO,CAP SILICONE,6,ONE,4898,3,29.97,0,0,0,TC2
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,1,M,4903,2,169.98,0,0,0,NOV
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,1,M,4903,2,169.98,1,42.49,7.84,TC2
APPPANW,SMARTW,PANT LIGHTWT BOTTOM,1,M,4903,20,"1,699.80",0,0,0,AAW
APPSHOW,SUGOI,SHORT BLAST TRI,BLK,L,4907,1,54.99,0,0,0,NVL
APPSHOW,SUGOI,SHORT BLAST TRI,BLK,L,4907,1,54.99,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,12,4909,2,229.98,1,114.99,51.63,AA
SHORUNM,MIZUNO,RIDER 16,D,12,4909,1,114.99,4,390.96,43.09,NOV
SHORUNM,MIZUNO,RIDER 16,D,12,4909,3,344.97,1,103.49,46.37,NVL
SHORUNM,MIZUNO,RIDER 16,D,12,4909,3,344.97,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,12,4909,2,229.98,1,114.99,51.73,TC2
SHORUNM,MIZUNO,RIDER 16,D,12,4909,3,344.97,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,12,4909,4,459.96,0,0,0,AAW
APPSHIW,BOA,TOP ESSENTIAL LS RF,WHT/SAP,S,4910,2,59.98,0,0,0,AA
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,1,114.99,0,0,0,AA
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,0,0,1,114.99,52.02,NOV
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,2,229.98,0,0,0,NVL
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,1,114.99,0,0,0,WB
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,1,114.99,0,0,0,TC2
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,1,114.99,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,12.5,4911,1,114.99,0,0,0,AAW
SHORUNM,MIZUNO,RIDER 16,D,13,4912,1,114.99,0,0,0,AA
SHORUNM,MIZUNO,RIDER 16,D,13,4912,1,114.99,0,0,0,NOV
SHORUNM,MIZUNO,RIDER 16,D,13,4912,0,0,2,218.48,48.24,NVL
SHORUNM,MIZUNO,RIDER 16,D,13,4912,0,0,1,114.99,50.67,WB
SHORUNM,MIZUNO,RIDER 16,D,13,4912,1,114.99,0,0,0,TC1
SHORUNM,MIZUNO,RIDER 16,D,14,4913,0,0,1,114.99,51.25,AA
SHORUNM,MIZUNO,RIDER 16,D,14,4913,0,0,1,114.99,51.25,NOV
SHORUNM,MIZUNO,RIDER 16,D,14,4913,1,114.99,0,0,0,NVL
SHORUNM,MIZUNO,RIDER 16,D,14,4913,1,114.99,0,0,0,AAW
APPSHIW,BOA,TOP ESSENTIAL LS RF,WHT/SAP,M,4918,4,119.96,0,0,0,AA
